transaction_id,is_fraud,Customer_Satisfaction_Score,Loyalty_Points_Earned
2ccdf4cad8466fca53c8ab6ab47506bd,0,4,16
e05dacddc14e3b2539e7ab91b83cf00f,0,7,491
b279ced2333a43dea9d8458fdce60d95,0,5,218
8ee4e52ea7d436dc77ce32a7981e5b3c,0,3,336
1edeff724a4161dfe543be3642337b2e,0,4,26
8d4c66003552c557f128b0a16ea75b53,0,2,247
7a7e08148a58892247994f9563b98ca4,0,10,397
7d0f00d461942aa1427eec96fe4635ce,0,2,361
b5b63286a49517b2244728038da7d843,0,7,10
4303193e42849a8c56e5ef518161de43,0,4,465
fe56b52ea4a25b5726914808582dfef9,0,5,391
df70ff6da3ba0873211dbcce7f43882e,0,9,341
467bae5df09e6872165dacce9c887b20,0,6,169
dfe0d4bf75550345cbfe01bec2d53554,0,3,166
76345d1871167e9eca7144a86654431d,0,6,441
0a5d3cd1b0cc43c631afd34fcd1db3e5,0,3,410
1edf80153d9e065e9bacbf22a724f967,0,4,284
e71b172ca60d90e6e3470f452ed429b7,0,3,326
506e0892abb23d0b93cffb9a079f6b39,0,1,345
6929021eaa4da3d8787344d2a780a62d,0,7,397
27bb7bcebe8b168e821397564bad5713,0,3,200
1b04383ed7174553c9b1f4371872f717,0,5,371
7fdeea4d1479c2ef90731f8398da509b,0,4,475
f4532ed5dca1c700083097aad0e0d611,0,4,1
6bd4006905763ac1ff380dda0b61a1f8,0,4,151
67b8e77fd58f465caea1a4fb6a747620,0,2,164
a53eafaf0251ebcb3743cb4476bd64e8,0,5,109
5ebed5050e9146adbb552d6981b5df1d,0,5,116
97c5db4983d403f2ef51a712e395dc41,0,3,39
75152cf405740b0309704200355b39eb,0,10,304
c08e0f874bb475f0fe90450295b2079b,0,5,73
d4fd3f4daf7ac8aa9f0992a3162da96e,0,1,141
11fe8e02cca9562500234d0d060c2373,0,5,21
e8351b8d9249d8a7b29a4e5a01fa086d,0,5,206
c48eefc8e9d851726c830db4b72863fb,0,7,76
0e2b424f47651451b8e6b383cd2b1a05,0,7,366
b0359ed83153e380400671a049b4e1f6,0,9,399
ad3cd0a9ddeadf2fe9e236a55c3d2a78,0,8,232
95b8b53b16700c4d9a5beeeec764445d,0,10,345
999cb693d39165006e17286675088f60,0,9,434
e4b619df21728bbd3c7ab2d1d1303c70,0,9,339
b0255c7fe9307c1a6bd044f23711621d,0,3,4
42c508b73f5513b1d4abf516236dfb61,0,4,211
e16da7a874da2fa5726c1a685d0840d8,0,7,11
d27a6613cfab2bb9045cd3deb7bdabcd,0,7,317
a57886e048e56cd4be4fd54db9fc5efa,1,6,252
3234dfb4c429595fe2c0b02c0539b751,0,10,71
d2e6eabc2a24e3b9951c89d05ae6c145,0,5,177
1f2188ba8fbffb96b29e8f845328790d,0,5,211
2ed5c5df4ca38904b5449643f7e8ccd7,0,5,388
7add82dee66e219d71763ca9bef3cbd1,0,9,374
27a30119d15d2cf4118490c8b717b4fe,0,7,118
7fcfe17e882cb127c55709c88fbdd8c1,0,2,195
bbe5aeb57776685204403ddd67f4d388,0,10,64
1e72ac8b765666c2bdd102456fc03b56,0,2,43
687c458891735f91d2e674715a5e7ef4,0,3,326
b680c7c93dffa700c8eefbe4f53fc0e9,0,2,96
58a652aeafeb8f220a6e02c86ad25f55,0,9,452
f9225d1de7c60b719a03ca14fa777a4e,0,2,489
1dcd5095605bcb18c956480b6a36cd75,0,7,207
f67a47c7f83bd9fe717d255ca45bfc67,0,5,350
ebccee3167ae022745fb2b17fef7c12e,0,1,457
7950b25dcf09e31aa245d4690717e300,0,8,146
4dff37b331eec98a3ae7f8b1bc3260de,0,9,429
ba5b530334bdf31c250104806894a664,0,7,259
290a5f625e992e9ec889064a549c58d7,0,9,386
96bcf39f890e49d580889020c65e84ec,0,3,186
5680e220cea9057d526c4b262dc6382a,0,8,312
7f46f9a573911b4451e612fc6b25f6d9,0,10,341
5a0862b3f6b9ce31ad9835029453e785,0,3,387
59661d9ebf51f4ee002dc1798ef79067,0,4,64
1a397973299c3bb2aaaae2ffb30e2eca,0,6,100
1cd77e713d5d336120b58192433aecbc,0,2,5
97e7b1c1b3546eab0cffc0c1aa947506,0,5,71
594c7aedd8ab1e78f6ac2ba6f8f10042,0,4,55
e194be95fa5119f1a06351f2aa8fdfde,0,9,103
d354ae17d2b6313a85001339525eee54,0,2,346
5c47bff5c0cbf3d2965bd3742ee20598,0,1,159
1e7b428f7e675c5bff9727b871acf3ab,0,4,149
0a852dd9ed5cd8d89667637757bf10b3,0,8,323
12514f21b3af40baf25746bc429f6772,0,2,79
4aaec858daf4cb4a52686d519c3e7912,0,7,199
593a233f332d794fc41b3e5213877b4b,0,2,322
4750f2497a453682203cbaaf7bcf9140,0,6,24
98acc6dab680566e38b6065870f2d510,0,3,224
20f4464b1831a50f6b4ac5614e296904,0,7,118
2edc6988952d24f1d1b315020eae5055,0,1,409
ac1037cdeed5dfb5b33f53059af35ca3,0,4,198
e0733e988d02f9c1f244c390d8494211,0,3,13
943495cf6c47c8959d679386c4ff7ef3,0,3,195
cd37b0b81a3bbd729c50e7fdc6af8342,0,5,490
61c6719b1af9b74a66922dbfb08ffd07,0,10,276
de9c30c0760ca6df4f988fb5747342a5,0,1,14
6baad156a33d97be135962d0ee72af81,0,2,125
fac5feed6c40131186bf0612ce0845fc,0,4,21
8c65f8ded8bc0161f81d05185440985f,0,6,289
ba8f5e4f42ec9bb905275fab632a0e2e,0,4,347
efafa4a4fd4579f945cb0b92dacd7971,0,8,72
7700ce48020eadd11499570e53273c97,0,5,93
00689bba6ab29380531303b655ec6130,0,4,106
52a61fa6ddbe1912b479ae56f8f4b50d,0,6,121
f1b51eb4788fd7bdaa56cabcd58361a2,0,10,170
e60011e19dc1a8e7014f08ea57fb5093,0,3,78
97eae40feeb831d14ea5e81e88eace3e,0,1,12
cc3a9d55d5675abec1faeb993a10871a,0,7,116
8a0b1abab1f4f435e496a53b02da9737,0,8,418
d7754c8f2af0ba2942a5002440485594,0,6,61
8569a2f9855608197eaee0bc819a69c9,0,9,403
eca30b34cf73e273a3fc36e7e8455baa,0,7,70
aec880730c6e8c1c1ef2178da1efbe76,0,8,227
c81fc93f257c737cf0460a513ca41c83,0,6,449
edcb0ffc62331e22e5d601cf3211ac5c,0,6,272
06ecaf7751b67a6f88c6e030893ff421,0,9,304
6b1e6580a70076853be200701eb25f9a,0,8,366
1e89737dbb0b84177a26f7a6a1d8d0a2,0,8,420
aebf7b714dd6a86f9dfa0b44ad098de3,0,8,226
b9345433fd143ea5c53f33727b410e22,0,2,300
32b4a79cb298a50627d379b28aec5f4b,0,9,206
e21dd49a12a61a1a6ef040eaafdbbf9b,0,7,265
91ae0113cfff992fe769c5234ce9b095,0,6,410
03a2172545cf90083cfc2d33428d36f0,0,1,424
bf0b37cd3cd85777279b40565301149b,0,5,146
df7ce7392f24a5b3b50aacf90044a837,0,6,82
b45e4ba79d8c5ef9ca48d74f1b978497,0,7,491
fbf47fb35fb88e1ac1ff6365c023300c,0,7,386
7092d328a9af53148e9a4c14c2bff64d,0,3,461
08335bd337309b73a47e571632158d5e,0,1,49
d1915c11c657d0aa11aaf63580b70467,0,7,450
c61cd3dd2799c5e7bffd7ef340dedc03,0,5,499
be14d648d7f801c7bba870a4b583a18a,0,1,457
f0870adfb11f5d9488d9334f751b0c5f,0,6,250
2f123abf11826f686b6d91d67b2e8206,0,10,436
0b5b1043355dcb20cd070ba915242fc1,0,3,444
d3e280e77f438a631110b22935889c86,0,1,205
ae7b0ed67bfbc56068a0d85a312e3973,0,4,20
e52100a16614c3c57eaceb224a20a5da,0,7,269
97f62af848972cd16ed0011f9415c5c1,0,2,59
2c8dda6fba42a9c8859d44fb3befa04c,0,6,458
ef3ec76e257721201a70a5406575a966,0,7,208
1b94f6938efff0dc11542d6777b4fdd6,0,3,270
d99675edf51df7b482f5495b785a3209,0,10,259
4781d489191d22592e83fbd7690136e9,0,10,92
0a913366acda905a786a825e7a7b8d42,0,4,10
9c431d37ccc06f7d7908840f0bee4087,0,10,267
3350800ee57c14da067e892df7479670,0,6,287
75ed147a2576fd88fce924d618c68435,0,3,141
75251d278d32f3cec97f3800aa212aa5,0,2,476
8d6820b728f9dc3d7491cd8b3f3d80d6,0,7,395
7fa6a7dbef68ac0c63c3d9637458ffab,0,4,34
0b1381f5667fd9f071128d54abe79845,0,1,103
1c9e3c1952bc3fd1dbf1959d10b235c9,0,10,101
dde11d918a9730bcd49c9b39389a2bef,0,9,90
765a86c0d62a23f5e7a80a22187622a7,0,6,379
efa87a38a38446483682eeda04e669f2,0,7,79
6777a4ed488d47ae593cb8669d36ce85,0,6,419
855987a7993df15ad94546b3e0164cab,0,7,217
723f77fff11a5d7399ec2b5707bbeb3f,0,5,141
a1282cbc215ffd7b591d2d1882bc2517,0,1,420
9d1e731ece1aafd90a88761f0c0f4399,0,8,427
a78c663c555de94c6e80c4278eb95007,0,3,421
f13f831130393631330e4ceab52ba053,0,3,73
620174acac9bda4236482f80951950d6,0,6,251
bd677be176fb426f48ea743484897b52,0,6,135
e6bfbd0cf36c62a822a24e144874eb27,0,4,125
a0a4c983cb72a44d3babf4d628371a1e,0,1,457
6e03381171ee96ee9fcb67dc79e1f7ef,0,5,209
0a4252dde63b00b5ce33b153948dfd37,0,5,239
f30c636ae618ccdc6a431a498b2dce98,0,9,287
9bd5c7839f893907c805471ea0156e85,0,7,390
838be87aa0e3d46546c733200ffcacb3,0,4,346
f89f674204611b4e245c6f322d0a8d8c,0,7,174
0ee96894f8d6ba669c93db8e8d6c47e3,0,9,66
d9a02fa5fde35a23052835c008b4fd11,0,3,350
857b6906d8623e99009e54c67d320df5,0,2,397
450eb1edda1898e52f5ee6951c8c4d21,0,5,129
7785841ba62131c0595a2fffc45df99b,0,7,299
d43d8232b3a47d74fdfe99299b2e0a20,0,6,182
0f0c7ec97c0f1c7b8879fcb90ba09185,0,7,318
f3f145d1a5da7b17996f09842a601c9c,0,10,120
4003597f47c28fad4c6e1741b8bf154e,0,3,389
c0d9f6ffd0c76982359194203abc357f,0,2,74
478724f837dee387664578acae812e87,0,9,289
2b1920bead86f3d190ab1cd7adb16240,0,2,82
a69bfa276384e21e1cde66d8a3d14012,0,4,248
bca3e93fe75e75e3a372cb5e3123a268,0,1,382
d31e52b302fd0a684cc9a3cf7ef8155e,0,9,218
bcdfa765f93c2d3b26cbeff01f11bb47,0,5,267
ed817620004a9867081b0901c31b80fd,0,7,331
aafc8d0221ebd7d4b8cfa5292f6e438c,0,5,409
f6b51459a21f2dadd8f0baaae3fdc5e1,0,1,53
ac468ca66ba8cc5c5dff7beef80d518b,0,7,38
3d87694fd35ccf6b4c2fb25d67b5970e,0,2,208
278671fcceb33cbdf5aa2c9d7cb1a459,0,9,61
303abaa4a65965e0345ecc5322d03eea,0,4,162
d23edd85a1706f49d4d197a647ffb931,0,9,239
277d5aed02adebef8b7cea049c31c05f,0,4,227
08a3a0e5bf710d0e866731514cda5c9f,0,6,324
3c255c757c33f167fe1a338e1d226ed2,0,3,426
d127f5aa4bc43a517a320d04ffb9cba8,0,10,295
9a4c1b582f9e9bc2566efdd05705400c,0,10,365
d289887d8d0719f3faa1ff7f8c1447c3,0,5,27
017b3075c36bdf230f204e7af17f1607,0,7,280
c7d7be1aaba604236843739cb8492fd6,0,5,364
877b2080c8f886baeb55bda7f33b49d0,0,3,253
79fa87fd4b1a1508d73cd0eddc4f6d60,0,3,404
f4c7e2adce3cef713081ad6bde35ebec,0,1,498
75701c2f2df965eeed555a06ee99b030,0,8,60
651dc2b08318eefdb7ad040848413288,0,7,386
8dd66d4183b4002d30378b31143b96c6,0,3,448
2cbdb27526b9c2c34b270f312f0c4179,0,3,342
83c74faec86330472d11886f2f5d834b,0,3,58
ce5ddcbf3645e4fdb2cf5cb25d2b238c,0,9,123
9566b7f947c6f1cfc3c78ee3ba1cdfc1,0,8,372
b037c4ded53ac91c5ce631280d9d40f8,0,2,441
1f1ece323ec7bbe5dc15ac0cfbd44cb1,0,5,356
938655e4ae2c5473a9ec79be3725a9dc,0,10,398
9b02503d5f6272c591a5de571a0ebb67,0,7,89
f6b734d4f4d29875248ae99cc62dfcd4,0,1,311
7ef52ba9d9cfb7ea7bd0c33f0e51749e,0,6,184
fbb32585fee6f1bb3db53c0cd28caa4e,0,7,172
30f14921f01140a5f53b00c5b38d8199,0,6,290
0aabf5e408789199ea5da88e04c5e99a,0,4,282
16d7f25222c48a7a6e5618f306f802d4,0,6,272
ee63783a390eebd149e4f85f709c61a7,0,8,423
0ac08cd92952e46e76b6fbaf9ba6f4a3,0,6,419
354cbc196bdbcc9a967e739492b8d37e,0,5,65
a5b9ecbebc4b121df907132050ad1ce4,0,8,345
a81988c168d6c8082c791ac450e6075c,0,6,35
a57e759c6f1a1955fea9958fd0d255b9,0,7,66
430bda6f643d921384047f90e657d221,0,4,117
0aa20e53a7af962ffe2bacee37f42b5f,0,3,478
6b40d859ddf92d30bdac866ec0949e1c,0,4,457
d7f759b9e9d404db2abf6a6a116215a2,0,2,88
f72fde59d492bfd47dae148af5af6b40,0,1,153
c2cfc537e8fb7851cd435ea8528674fe,0,2,367
c7de6dd806d16fd2618d5d0c6104fde4,0,2,239
74e2f8cb91a92bf779883f04f30989c0,0,5,90
5ec81ac9124be7b8810c11c73e7ceb7d,0,4,273
6215dbb12146f21d754fa12baa06a449,0,9,176
77e306a771b1755c5fc8d59c01020ba0,0,4,157
a93ef8c9585b43c65b7f08882ee1075a,0,6,89
fcc2e6c1aa7e0e9b3a330b76b440f229,0,2,381
725d4d215e86765bad6ee0c6898c8069,0,9,480
a85223e227b2e2fe3e64ba5c2c283c95,0,5,139
ee42e9b44c080a16f2ede0bb76cca3c0,0,6,189
4ce56ce70e174bcf5518e74c33441b5d,0,3,172
bb8a954f0f0d1e6c399bab23594d87a9,0,10,272
6619dc555a93b5fd4e0e9d532961f564,0,4,356
7c3f1d5c465e5946d533e867bbe4d990,0,2,416
0ad4367126f3cbfad433874135366abd,0,4,95
7a6aefdd116ad1cfea9c55ad159a181d,0,2,102
4f676bda60e873e00698583c84354d54,0,10,464
e01b46d2cae72a2b096d06b77a08476e,0,9,282
c0967a5933730ba2d0b5d9fb2ef1d04b,0,8,39
7da7ee093d1f67fc956d6287c5f24754,0,9,439
829a8bdc6376ae9ba044d250309a3297,0,4,287
1f66fefc1582ef1645cc4f27b705a2bb,0,7,63
869a144dad2d88fefbcbfba805b76163,0,6,86
c06dd79d009857db4e843da74999a4d1,0,7,458
7fb2c0efce5010fb83ecc09457d9f6dd,0,5,56
aaae88cc7e5b0151de5dd8c158ae86fa,0,7,261
e35a26f993a5a2becdab06bc7d31158e,0,2,440
29aeae0ce125f4b3665e467a66fea366,0,1,393
22a0a5167834a3aecdb2f4bdc3decbe3,0,2,359
d82cfaf6eef18006604a7c6396188921,0,1,166
5aa8b31bbe8dbee8e1abcdbf2757009f,0,8,76
087a9a6c2f4b0e99bbdc01d97d63ede4,0,10,127
0521b302dfac031fb8f4044b8c1c206a,0,6,335
17cef789ff5fc5bb6d962da6bffcf92c,0,10,447
81c5aef247e4a95e907705e90cd99e33,0,3,41
0ffcb1e5182fe302ed9e8eb74f5b02b8,0,2,430
9c7e0c434354dddfaa7a7ca73dd99cbc,0,9,326
199e1fec604855ca528b6ae4c98f9293,0,9,276
1c96ab029735add3622694b055ac1ad5,0,3,278
3b1cc1a6be4e177c69543af9daf5d159,0,10,68
9451e35b01c3004123e234b1bd553388,0,8,226
24a662a9455b30a00125b86559246d4b,0,1,63
a68a25ef69afda531483b8d832853e20,0,9,216
e6849e531d3e7569a135df74a5e45d8f,0,8,161
25c3d20ede989ad9042a1775d01026d6,0,4,424
2ce29d5d678044b00df8e0eb748d69eb,0,10,143
bbbdf8567c279955fe0d2053dd383716,0,10,261
bc4fd4a8e0a9b13e72d005dca8784d9d,0,5,202
db30db9a092b3e78e49b554ad7c1737d,0,7,290
e99bc68091e33202f9600448b0c3c48e,0,2,214
fcadcbdca4c01c3947f312ec8f9b4618,0,2,104
82dc026adaa01f0ffa9ee841f0cf4571,0,1,369
2f1b620cc842d3a08c95d9d88a29ff9d,0,7,484
34700872afa8c436a5ac5672c49db81c,0,2,240
37b40674b0227de9887910c56d05e55b,0,9,178
66edb09a0cf7f9c52ab9b7f7e84a8d48,0,2,339
d96ad87747aff3475778cdb9ca03d502,0,8,323
f6f6fd0a2570fae646455f75ab63ca48,0,5,234
8052dd3fcadbec7f151966101fc9fd08,0,2,287
ad5338fc431d8f6f88a4b266383bf225,0,7,381
6333d625b1ca981225f3aa5f3917dd9e,0,5,12
1e8b0e466ff4e061413c1c43b4870aa4,0,6,347
1037e7cbb1804f71596cdfff03a273f2,0,4,445
aa08d3f345f52089b9f36ef3a9b8fc3e,0,10,152
358b258d30ef4205a0d09ca00b410023,0,4,317
7e9391574354a2aac9ffb132b4f4e186,0,4,248
232a3c3b79f95f80aa673836c9391b1c,0,7,280
208bf1c6030f4f0b7ae0b255713a6ea7,0,10,452
25ecddf66aa88ebdb20c4c386d9b596e,0,7,293
fcbb1cc8e7b4f9d02b6060a25c643a70,0,5,255
d1f8a0a335747c407571558e5e7eee3a,0,4,83
a768316018fa5ddc7e2f4400e2d9fcf7,0,7,134
0a3ac8fa16a37fe325ae79c84d1f182b,0,5,119
7e76e4f4013c71616a65b693dbfd4da4,0,7,317
8c51ac503c25586ed7d28ef28bdd1f86,0,10,18
7fb76f8229efc46586b66ad7e579d9ed,0,10,183
75a87ac110ee59fa33c940d809d0788f,0,10,377
578bf249e2081424d08d252d86e3fbeb,0,8,154
17b66ef617f9b0255704580db42eb246,0,10,408
a67dcfe3740b70cde1f74ef38cfa91c4,0,2,455
9a7f96694d672499c10b6085fadecd30,1,4,394
76ee1fd5cd1f0bf6ca15bbbb9d04d65d,0,5,402
af2bbd7a8e06612cf5d8f58881bb7d3a,0,8,16
fd26a49a7f5a72df76ca1fa2490221f9,0,3,270
54e2bcacbca7ddf623f4f2e75aa43024,0,9,60
aa401e8755d384279a54cfd4ff41c1e3,0,5,308
74a4f5e9230f5fff1639bebe0de2ba88,0,8,29
d6c0df6c388081b25ecd931d49ec5a42,0,6,454
2a485e8bfac31972f6e938ff5fab729f,0,3,466
b177defbe468e40d3399707ddde092b7,0,10,314
c7938b4091a4786ec86dde71c5b557dd,0,10,360
707d1810c4139f93b2b33889faaa7842,0,9,266
e66df658d0e05d1d801bbfb0f27a96e2,0,7,481
13239355954347b9152650694b78871c,0,3,197
202489058091c5add6332c1aed971306,0,5,4
350d6c4999fcce096cd2436960833176,0,9,199
4fd88b7f21676ef7dc65e8e51262bdef,0,4,56
079962a228b3a61ba6cfac9e09a3edf7,0,4,348
cc984b31be4e09bb634a57967be18cb9,0,5,271
f1179dbba97391a0d332451f9bab2cdb,0,9,260
b84dd031968f521c3729ae1f6923d65a,0,4,364
b6b4de9fdf82fe400244ad276b0e4f0a,0,10,212
00d9f21e0e48245caf22828aeac23b3d,0,4,414
74a900703c1f49ceb919357932d4ebf8,0,2,263
858b17560d02b1512df4bc9bc4beb647,0,1,237
f76ef7b887bb5ba0e75e43f4c15ffdf0,0,4,195
774b2c81009d569401e44464b927e978,0,4,49
0088abcd9c1ff8e08f67770d7baeeb03,0,7,264
b68b462433bc523f420512e9637399f2,0,1,118
da30d31b3ec9d1ccc809b94125ecf052,0,10,107
edd6f76e6ff1cdb5ad2fada141b6d126,0,7,188
8f5eb31e3da71d811bcd96c95a89333c,0,7,215
f9ae6fb01ceebc83be8544025906a633,0,7,189
287a3cef5769bcdda2504d88a5f80d9f,0,5,455
13bfcde6045cf2f5304dcf0834497fd5,0,9,361
fa328f6332bea881b1524cc95f2fed69,0,3,371
7b44e6ab6250c94e7a41225d10dda786,0,4,60
4c0ddfe55f4ffd761f528b93c6756a09,0,7,258
26ddd25ed8f6c66636ab065a8c76b7d2,0,7,215
50da3790856cf7c2b3bfe20383fe7b18,0,4,80
0e81e0c135440a2d6ce2d7bf58003dd4,0,9,9
14cf5f70d4aa739d9cbb4ed3f259c97f,0,3,430
b21fb0b05f3c699185a0a7493dd80fce,0,10,235
4254ee8d988e0aeb7cda252e730bbbc7,0,8,144
6d4f4fb1a22f1412779f3c3453b791f2,0,10,165
2029bbbb96f199bbe47479625a2663a1,0,5,149
cd1958f5f11d99c29436c4e287e54bbc,0,10,246
09406cd599f8620967cf3ca3b92da3cf,0,8,146
c6d0ef60da185ac264e58fa8966c86e2,0,3,121
e94565eb7ceb4f18232d9f20eecfd159,0,3,439
e38f2454590ddf4bb28dbe476f9aeea5,0,8,461
a126a295e7bc64320fe53b374225c9b7,0,2,287
11afe1e0363692e236a50a97b7ad4180,0,5,414
7d609eb86bbf51bcbadeebbb73df4d23,0,7,109
2540fa2ad1292da1a6974180e4935a54,0,9,480
93d9ed97809c7c53f02ab68d63da1d47,0,4,241
b96c5cf8e73155b4a3a3c8d19c2401cd,0,3,231
5c8541c54910551b8f59df05becbadb3,0,10,180
7578415eed5da3bfd2a18f81d710f46e,0,9,366
77ab9b59874adc3b5b69aff2b605f761,0,9,425
006be4693418980969bd60234c51dfc0,0,5,9
262616ff1db53f61c1fdc432ea2da897,0,2,459
b10edf134bd8d0352672a37479cd02ba,0,9,74
06ca0960b10bddb38092e8d08dbce0d8,0,7,218
e02530ffcef3427f8fcd473bcf59109c,0,10,409
cfb5440a1439a000e0e6743302b78cf3,0,8,312
8374c261b1b39678a31c447ad86bf968,0,2,396
9b74095b772f5ca6ee73cfe15fc0e688,0,6,194
83e4b8c2bfaee87ed88a4c1e5360ad2f,0,8,124
e4cb8b4b66ee7693955869a25f426332,0,2,98
3124ca281dbe45d653b6ec3585f8b889,0,9,186
b203cb6d089c2c1860a2f02005304ee5,0,9,197
4e0b2021946ef38ff572a61163b52032,0,5,482
8250b7cbd89604249e3c952abcdfbbc7,0,1,233
37c53093b3557a33fb5773ffb2415fc5,0,3,116
ad189444a8045a996b77d067df3a7b55,0,8,419
e6daad2f3f52df43f7f7b41d4c326562,0,10,356
5733d02d431b8b686f50022bf9b1ebc0,0,2,475
3181e509407f96ca10c0b08b6450162b,0,10,278
87f0d3febb2e99e1bea6861a7ba8f67b,0,2,13
65d65017b034bbf97c218d6975815a7c,0,4,7
3558bde4006ec9dc4d3f93d0d9e2608c,0,10,138
cc36b1c251b3d81667b344792587af0d,0,3,104
fd4a558355ce6145082478579417e4b3,0,10,76
5939c2b416a21a8fad98fa92867adc56,0,5,121
5b7aefc8c9cd52ccefb4fd2364dbc0de,0,5,420
bdb246bbc4022bcf1e68ec8557185358,0,2,206
a828ff15595c05f8f39d6472a22ddb1e,0,3,92
b098a3c6c5041d1e284597fa55c762b4,0,7,186
b2094dbfc455bc409a301e07c22872bb,0,2,360
d978d88a7a8708ae5943d6648e6ea156,0,9,13
117f92c798fdd112609a552eca42631a,0,3,78
fbd160c94927c70a28ecf6873066db2d,0,2,178
c3d9a2169454ec9e613284e2f9c325df,0,10,321
6793ed17fce684a5e252ed14e8b71c1a,0,5,33
ebd28667948da27060005a541ee61532,0,3,422
ef5e02795a345a03483f1ee2312ab350,0,5,250
8c9efec8c93f59e15bea19f9900d5e29,0,10,371
ba65df08d55f9beb5e2861b79fcac110,0,6,270
efeb77951fdb84855f365904fabac5de,0,1,153
c7254a83bcb5bb01df12d15954bf081c,0,5,344
3242b8d9563b2f44ac84171d84bcf0eb,0,10,280
4197da48a2abf1a7a165e41ee4850f95,0,8,45
beea3c58ab6938bd6170f2446b233dfa,0,9,264
bb1c56cb4c12c71d744649ef9bd38615,0,8,424
8fb9089273be002441b4f226e444ae06,0,1,131
953f6567616bc1fed6285eac8faff562,0,10,322
8d774d5094e5a696b19e7ea038f901a6,0,5,172
6fbf21d1ed6b1840264b903f8384a454,0,7,191
3c636e5669674fd1bf3d978a9f775a5c,0,1,292
f3ea06e44a3b174c1c2cf65424dfef65,0,1,234
febef73a71d40700c8d36f5393083593,0,2,214
012fdf8190e2abce5004de11a63286ba,0,9,31
f551ad2c94828c2b4ee454440e94a0eb,0,4,404
007272af85faee85bbfc6b0a39f8b9d7,0,2,476
ff07392308f9a4087e4c4a45a5a0edfc,0,10,141
d1afd972515e57bac887dbbf22a8e72d,0,1,362
7c31ec16fda6923f87ed6116ca55a6e1,0,4,186
d0cd2b8b67dbe22f893cbe812b1a54d8,0,1,258
9db824581fbeeabee159cd344ff4a93f,0,4,299
5c0253b9d91ea607d47c6acbfa9bc1e9,0,8,408
74a5aeccdc001081715651a56759826a,0,9,328
45effe818d884c46b3ebb4377676720e,0,5,31
9f64eee5cbfad4e0f6aa280dcf71d867,0,1,81
0ab7ddb9f4d2374ce1909a6ea2bce306,0,5,478
849aaf47223a522df59d8dff9fedf09c,0,10,176
1360d5d03fe10fd86cee6f007cfb5d68,0,6,236
5bf94ee92ccbd993048f3c4a5f72b28d,0,4,224
6a1fbcf9064c4255161637e574bf7ac7,0,5,220
36a282665801b88dd9a5cc4d302f80b8,0,9,280
403fde37d6ee82a6ded83e21df891eef,0,5,472
40badcd65b47aa361c22201ef1ad0e10,0,5,305
68e43dcc559b1fc5e07e62c488ec99bb,0,10,89
5d4497b07444553a166988fb3cc7da26,0,2,361
89a97b8a19e7a258ba8ecc3b6e4fc889,0,5,364
b8230dc7bb5515f75e69c1397abc43dd,0,3,231
ff1a61019928f611a3875e9c885e8fbc,0,4,347
8039a137a77063f48d44118c56ee1cf3,0,2,78
787d73c5ba44f3f3c9df74784db56336,0,3,467
9f0972c6323c3c52faa530c4f903e2f4,0,9,396
21a71bd13dc89d3cc77d552a2ddbf1d5,0,2,272
dabc89ffb7e034baee0988181bb131bd,0,8,219
6dd7997961755d98ad389c5085e662ac,0,5,38
5369db894337e34e0b0b8310918dd3e0,0,1,173
1f98354981419f57683f1256c2770c98,0,5,110
cc3c246e55d1425e9e445215f1e7f9bd,0,3,193
c41c8f4dfd495522fb2d9b841e3e8690,0,7,360
7bbfbc66254e71284b6a2e3401227876,0,9,29
abd7d637bbb80bb8644ddf91968ae79b,0,3,376
2dcbe4d260b2bd6f3c390620379e93f1,0,2,355
8bd71d0f12899c4c1686d0cfa90ebba8,0,2,169
6fd90b1784311aa3ce7fedf4826239f2,0,1,301
e9db984ee589e277dfc07de4440dc0b8,0,4,177
6bc0b511dec2e533af3194c054381b70,0,10,407
45c59db8e79a0b479ec35b91dc0f011f,0,3,295
9cda73567c21c11573db3e88d6a50baa,0,10,112
2bd3d1f28713dee77e4a0f5c8cc50332,0,5,265
39519df7c7f0db6f67a1771c55f4c02e,0,6,231
9de97b2e81bad8f7f7928995013e46bc,0,10,76
f34968c2332aa665ce3b428e7f54f808,0,1,41
0459a9e4c5861f327d417b9e8016d19b,0,5,486
6f9f902b5cf3d73c0befcb8816354966,0,4,331
79b53a5c986c938fadf5d3d2e2a27641,0,4,136
078c5ae7e8afdf5a93866a37fbf0f032,0,7,38
c49a0bec1ee0b15fd1e25dd3591f9d3c,0,9,424
89e9d145d985e35a3472cb0a77f30b9c,0,1,343
9627756eb66f30cf4eef92d5ab64177e,0,9,244
4cb7c3587198f17684e6d9cc4ff28f01,0,6,293
c453b5c0a199ec3e2b742b662c3aa2d6,0,3,181
46523a1a1657bb2337066ba7aa2b5ee1,0,1,68
77fd7072a43c3c5ec27046f155c26fc6,0,6,206
13d166060d2e483837b5e42857d81edd,0,6,294
7747ed7868b721b084ad57c4c24a248a,0,8,32
a8b5ed471b8b73182aa1a707f123e6c0,0,3,171
6189035151639d3f2f46a475453517f2,0,3,87
90b7dec376e37cfa95160f22fc7a1650,0,3,450
328435055da88ac2ca790e8f4ed9d1df,0,6,75
1478da461897e4b1b8a9b85652d5e460,0,5,269
204f57709eb7ca032b7e5ea6e6b3a9d5,0,4,327
